"category","problem","MH","avg_fit","Opt"
"random","s3v70c800-7.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",78.125,"31"
"random","s3v70c800-7.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",38.5,"31"
"random","s3v70c800-7.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",36.5,"31"
"random","s3v70c800-7.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",46.5,"31"
"random","s3v70c800-7.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",72,"31"
"random","s3v70c800-7.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",61.4,"31"
"random","s3v70c800-7.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",47.86666666666667,"31"
"random","s3v70c800-7.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",52.13333333333333,"31"
"random","s3v70c800-7.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",46.6,"31"
"random","s3v70c800-7.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",51,"31"
"random","s3v70c800-7.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",60.666666666666664,"31"
"random","s3v70c800-7.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",51.93333333333333,"31"
"random","s3v70c800-7.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",62.53333333333333,"31"
"random","s3v70c800-8.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",71.5,"34"
"random","s3v70c800-8.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",76.375,"34"
"random","s3v70c800-8.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",41.75,"34"
"random","s3v70c800-8.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",39.875,"34"
"random","s3v70c800-8.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",52,"34"
"random","s3v70c800-8.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",72.625,"34"
"random","s3v70c800-8.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",67.33333333333333,"34"
"random","s3v70c800-8.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",50.46666666666667,"34"
"random","s3v70c800-8.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",56.733333333333334,"34"
"random","s3v70c800-8.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",48.46666666666667,"34"
"random","s3v70c800-8.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",54.06666666666667,"34"
"random","s3v70c800-8.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",63.333333333333336,"34"
"random","s3v70c800-8.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",54.13333333333333,"34"
"random","s3v70c800-8.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",64.4,"34"
"random","s3v70c800-9.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",68.5,"32"
"random","s3v70c800-9.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",78,"32"
"random","s3v70c800-9.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",39.75,"32"
"random","s3v70c800-9.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",36.625,"32"
"random","s3v70c800-9.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",47.875,"32"
"random","s3v70c800-9.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",72.75,"32"
"random","s3v70c800-9.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",66.13333333333334,"32"
"random","s3v70c800-9.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",48.333333333333336,"32"
"random","s3v70c800-9.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",54.46666666666667,"32"
"random","s3v70c800-9.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",46.266666666666666,"32"
"random","s3v70c800-9.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",52.666666666666664,"32"
"random","s3v70c800-9.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",61.666666666666664,"32"
"random","s3v70c800-9.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",54.4,"32"
"random","s3v70c800-9.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",63.2,"32"
"random","s3v70c900-1.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",77.125,"39"
"random","s3v70c900-1.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",88.25,"39"
"random","s3v70c900-1.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",45.5,"39"
"random","s3v70c900-1.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",44.75,"39"
"random","s3v70c900-1.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",55,"39"
"random","s3v70c900-1.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",83,"39"
"random","s3v70c900-1.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",74.2,"39"
"random","s3v70c900-1.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",57.46666666666667,"39"
"random","s3v70c900-1.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",61.8,"39"
"random","s3v70c900-1.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",56.6,"39"
"random","s3v70c900-1.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",62.13333333333333,"39"
"random","s3v70c900-1.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",72.73333333333333,"39"
"random","s3v70c900-1.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",61.8,"39"
"random","s3v70c900-1.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",72.53333333333333,"39"
"random","s3v70c900-10.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",82.75,"39"
"random","s3v70c900-10.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",88.5,"39"
"random","s3v70c900-10.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",46.375,"39"
"random","s3v70c900-10.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",44.75,"39"
"random","s3v70c900-10.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",55.625,"39"
"random","s3v70c900-10.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",83.5,"39"
"random","s3v70c900-10.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",75.86666666666666,"39"
"random","s3v70c900-10.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",58.333333333333336,"39"
"random","s3v70c900-10.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",62.86666666666667,"39"
"random","s3v70c900-10.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",55.733333333333334,"39"
"random","s3v70c900-10.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",62.2,"39"
"random","s3v70c900-10.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",73.93333333333334,"39"
"random","s3v70c900-10.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",63.733333333333334,"39"
"random","s3v70c900-10.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",75.33333333333333,"39"
"random","s3v70c900-2.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",78.375,"38"
"random","s3v70c900-2.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",86.25,"38"
"random","s3v70c900-2.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",43.75,"38"
"random","s3v70c900-2.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",42.25,"38"
"random","s3v70c900-2.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",52.625,"38"
"random","s3v70c900-2.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",83.125,"38"
"random","s3v70c900-2.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",74.66666666666667,"38"
"random","s3v70c900-2.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",55.6,"38"
"random","s3v70c900-2.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",61.93333333333333,"38"
"random","s3v70c900-2.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",57.6,"38"
"random","s3v70c900-2.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",60.733333333333334,"38"
"random","s3v70c900-2.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",73.46666666666667,"38"
"random","s3v70c900-2.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",62.333333333333336,"38"
"random","s3v70c900-2.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",74.46666666666667,"38"
"random","s3v70c900-3.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",80.375,"39"
"random","s3v70c900-3.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",88.875,"39"
"random","s3v70c900-3.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",47.875,"39"
"random","s3v70c900-3.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",45.125,"39"
"random","s3v70c900-3.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",60.125,"39"
"random","s3v70c900-3.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",84.875,"39"
"random","s3v70c900-3.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",80.6,"39"
"random","s3v70c900-3.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",59.266666666666666,"39"
"random","s3v70c900-3.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",68.13333333333334,"39"
"random","s3v70c900-3.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",57.93333333333333,"39"
"random","s3v70c900-3.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",65.46666666666667,"39"
"random","s3v70c900-3.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",73.26666666666667,"39"
"random","s3v70c900-3.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",64.26666666666667,"39"
"random","s3v70c900-3.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",75.8,"39"
"random","s3v70c900-4.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",82.375,"39"
"random","s3v70c900-4.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",88.375,"39"
"random","s3v70c900-4.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",45.875,"39"
"random","s3v70c900-4.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",43,"39"
"random","s3v70c900-4.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",57.75,"39"
"random","s3v70c900-4.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",82.875,"39"
"random","s3v70c900-4.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",78.46666666666667,"39"
"random","s3v70c900-4.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",58.733333333333334,"39"
"random","s3v70c900-4.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",65.8,"39"
"random","s3v70c900-4.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",58.53333333333333,"39"
"random","s3v70c900-4.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",61.86666666666667,"39"
"random","s3v70c900-4.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",73.26666666666667,"39"
"random","s3v70c900-4.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",63.4,"39"
"random","s3v70c900-4.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",73.13333333333334,"39"
"random","s3v70c900-5.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",80.5,"40"
"random","s3v70c900-5.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",89,"40"
"random","s3v70c900-5.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",47.625,"40"
"random","s3v70c900-5.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",45.125,"40"
"random","s3v70c900-5.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",57.125,"40"
"random","s3v70c900-5.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",81.625,"40"
"random","s3v70c900-5.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",78.46666666666667,"40"
"random","s3v70c900-5.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",57.266666666666666,"40"
"random","s3v70c900-5.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",64.53333333333333,"40"
"random","s3v70c900-5.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",55.86666666666667,"40"
"random","s3v70c900-5.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",62.6,"40"
"random","s3v70c900-5.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",72.86666666666666,"40"
"random","s3v70c900-5.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",64.13333333333334,"40"
"random","s3v70c900-5.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",75,"40"
"random","s3v70c900-6.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",81.625,"41"
"random","s3v70c900-6.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",91.125,"41"
"random","s3v70c900-6.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",47.875,"41"
"random","s3v70c900-6.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",45.125,"41"
"random","s3v70c900-6.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",58.875,"41"
"random","s3v70c900-6.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",82.875,"41"
"random","s3v70c900-6.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",77.4,"41"
"random","s3v70c900-6.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",59,"41"
"random","s3v70c900-6.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",66.2,"41"
"random","s3v70c900-6.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",58.46666666666667,"41"
"random","s3v70c900-6.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",62.6,"41"
"random","s3v70c900-6.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",73.73333333333333,"41"
"random","s3v70c900-6.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",63.666666666666664,"41"
"random","s3v70c900-6.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",74.13333333333334,"41"
"random","s3v70c900-7.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",81.25,"40"
"random","s3v70c900-7.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",87.5,"40"
"random","s3v70c900-7.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",49,"40"
"random","s3v70c900-7.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",46.375,"40"
"random","s3v70c900-7.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",59.875,"40"
"random","s3v70c900-7.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",83,"40"
"random","s3v70c900-7.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",76.13333333333334,"40"
"random","s3v70c900-7.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",59.8,"40"
"random","s3v70c900-7.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",67,"40"
"random","s3v70c900-7.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",58.333333333333336,"40"
"random","s3v70c900-7.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",62.13333333333333,"40"
"random","s3v70c900-7.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",74.4,"40"
"random","s3v70c900-7.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",64.46666666666667,"40"
"random","s3v70c900-7.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",74.86666666666666,"40"
"random","s3v70c900-8.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",77,"42"
"random","s3v70c900-8.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",90,"42"
"random","s3v70c900-8.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",46.875,"42"
"random","s3v70c900-8.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",46.125,"42"
"random","s3v70c900-8.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",55.25,"42"
"random","s3v70c900-8.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",85,"42"
"random","s3v70c900-8.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",75.73333333333333,"42"
"random","s3v70c900-8.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",58.6,"42"
"random","s3v70c900-8.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",62.266666666666666,"42"
"random","s3v70c900-8.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",58.46666666666667,"42"
"random","s3v70c900-8.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",62.86666666666667,"42"
"random","s3v70c900-8.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",72.06666666666666,"42"
"random","s3v70c900-8.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",63,"42"
"random","s3v70c900-8.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",74,"42"
"random","s3v70c900-9.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",78,"35"
"random","s3v70c900-9.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",84.125,"35"
"random","s3v70c900-9.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",41.75,"35"
"random","s3v70c900-9.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",39,"35"
"random","s3v70c900-9.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",49.375,"35"
"random","s3v70c900-9.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",82.25,"35"
"random","s3v70c900-9.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",71.33333333333333,"35"
"random","s3v70c900-9.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",51.46666666666667,"35"
"random","s3v70c900-9.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",60.333333333333336,"35"
"random","s3v70c900-9.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",52.53333333333333,"35"
"random","s3v70c900-9.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",57,"35"
"random","s3v70c900-9.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",68.66666666666667,"35"
"random","s3v70c900-9.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",58.333333333333336,"35"
"random","s3v70c900-9.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",71.26666666666667,"35"
"random","s3v80c1000-1.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",93.625,"44"
"random","s3v80c1000-1.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",100.375,"44"
"random","s3v80c1000-1.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",57.125,"44"
"random","s3v80c1000-1.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",49,"44"
"random","s3v80c1000-1.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",68.75,"44"
"random","s3v80c1000-1.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",95.5,"44"
"random","s3v80c1000-1.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",85.8,"44"
"random","s3v80c1000-1.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",68.86666666666666,"44"
"random","s3v80c1000-1.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",71.4,"44"
"random","s3v80c1000-1.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",67.73333333333333,"44"
"random","s3v80c1000-1.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",74.46666666666667,"44"
"random","s3v80c1000-1.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",85,"44"
"random","s3v80c1000-1.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",73.53333333333333,"44"
"random","s3v80c1000-1.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",86.46666666666667,"44"
"random","s3v80c1000-10.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",85.75,"39"
"random","s3v80c1000-10.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",97.375,"39"
"random","s3v80c1000-10.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",50,"39"
"random","s3v80c1000-10.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",46.25,"39"
"random","s3v80c1000-10.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",63.375,"39"
"random","s3v80c1000-10.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",90.625,"39"
"random","s3v80c1000-10.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",86.46666666666667,"39"
"random","s3v80c1000-10.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",62.666666666666664,"39"
"random","s3v80c1000-10.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",69.86666666666666,"39"
"random","s3v80c1000-10.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",64.13333333333334,"39"
"random","s3v80c1000-10.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",69.86666666666666,"39"
"random","s3v80c1000-10.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",81.13333333333334,"39"
"random","s3v80c1000-10.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",71.26666666666667,"39"
"random","s3v80c1000-10.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",83.86666666666666,"39"
"random","s3v80c1000-2.cnf","EDA pop(200) best(0.05, 10) worst(0.05, 10) tolerance(0.1)",90.875,"43"
"random","s3v80c1000-2.cnf","EDA pop(30) best(0.05, 5) worst(0.05, 5) tolerance(0.1)",98.75,"43"
"random","s3v80c1000-2.cnf","EDA pop(50) best(0.05, 1) worst(0.01, 0) tolerance(0.05)",52.875,"43"
"random","s3v80c1000-2.cnf","EDA pop(50) best(0.1, 1) worst(0.01, 0) tolerance(0.01)",49.875,"43"
"random","s3v80c1000-2.cnf","EDA pop(70) best(0.05, 5) worst(0.1, 0) tolerance(0.1)",66.125,"43"
"random","s3v80c1000-2.cnf","EDA pop(70) best(0.1, 5) worst(0.1, 5) tolerance(0.1)",92.25,"43"
"random","s3v80c1000-2.cnf","GA pop(50) 1pt xover(0.6) detbitflip(0.05, 0.01) tournament(5.0)",87.13333333333334,"43"
"random","s3v80c1000-2.cnf","GA pop(50) 1pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",66.13333333333334,"43"
"random","s3v80c1000-2.cnf","GA pop(70) 1pt xover(0.8) detbitflip(0.05, 0.01) tournament(2.0)",69.73333333333333,"43"
"random","s3v80c1000-2.cnf","GA pop(70) 2pt xover(0.8) bitflip(0.9, 0.01) stoch_tourn(0.7)",65.2,"43"
"random","s3v80c1000-2.cnf","PSO pop(20) linear(3) params(1.0, 1.7, 2.3)",70.53333333333333,"43"
"random","s3v80c1000-2.cnf","PSO pop(50) linear(2) params(0.8, 2.3, 2.9)",81.2,"43"
"random","s3v80c1000-2.cnf","PSO pop(50) linear(5) params(1.0, 1.3, 1.9)",73.13333333333334,"43"
"random","s3v80c1000-2.cnf","PSO pop(50) ring(2) params(1.0, 1.7, 2.3)",83.4,"43"
